"delay","stop.id","stop.sequence","route"
-124,"8194",21,"39001-20170214155712_v51.8"
181,"8433",21,"26701-20170214155712_v51.8"
-252,"7055",31,"30201-20170214155712_v51.8"
21,"7055",1,"29902-20170214155712_v51.8"
-223,"7105",55,"24901-20170214155712_v51.8"
-58,"7055",45,"31201-20170214155712_v51.8"
1066,"7166",8,"24902-20170214155712_v51.8"
60,"4621",13,"98203-20170214155712_v51.8"
80,"4227",1,"89101-20170214155712_v51.8"
-181,"8884",35,"29902-20170214155712_v51.8"
-377,"8420",17,"25502-20170214155712_v51.8"
142,"8402",8,"26702-20170214155712_v51.8"
256,"7180",8,"59502-20170214155712_v51.8"
-18,"8715",27,"31201-20170214155712_v51.8"
-269,"7058",43,"25801-20170214155712_v51.8"
35,"8044",32,"00710-20170214155712_v51.8"
-407,"7139",43,"26702-20170214155712_v51.8"
239,"8500",7,"27402-20170214155712_v51.8"
868,"8680",37,"26702-20170214155712_v51.8"
21,"7128",2,"25802-20170214155712_v51.8"
58,"7026",1,"27702-20170214155712_v51.8"
-12,"8525",5,"27401-20170214155712_v51.8"
136,"8144",25,"15302-20170214155712_v51.8"
97,"5149",4,"17001-20170214155712_v51.8"
182,"8231",14,"22301-20170214155712_v51.8"
18,"8671",6,"27701-20170214155712_v51.8"
713,"8824",18,"23301-20170214155712_v51.8"
-86,"7024",23,"27401-20170214155712_v51.8"
25,"8208",12,"23302-20170214155712_v51.8"
45,"7099",2,"24902-20170214155712_v51.8"
295,"8284",19,"24901-20170214155712_v51.8"
12,"8637",25,"29901-20170214155712_v51.8"
-109,"1700",24,"27702-20170214155712_v51.8"
8,"7699",5,"30201-20170214155712_v51.8"
48,"8584",42,"25802-20170214155712_v51.8"
49,"3002",63,"87902-20170214155712_v51.8"
313,"4111",48,"87501-20170214155712_v51.8"
-173,"3274",22,"83902-20170214155712_v51.8"
5,"8718",15,"30202-20170214155712_v51.8"
-254,"7038",62,"85801-20170214155712_v51.8"
50,"3164",30,"87502-20170214155712_v51.8"
-185,"7131",11,"79702-20170214155712_v51.8"
-400,"7052",7,"79702-20170214155712_v51.8"
-14,"7059",13,"79702-20170214155712_v51.8"
-79,"1325",17,"79702-20170214155712_v51.8"
-285,"7054",8,"79702-20170214155712_v51.8"
331,"7426",24,"62502-20170214155712_v51.8"
137,"1056",19,"72101-20170214155712_v51.8"
1402,"8976",45,"72101-20170214155712_v51.8"
91,"1088",2,"72101-20170214155712_v51.8"
-11,"1051",53,"73102-20170214155712_v51.8"
-390,"1094",69,"73102-20170214155712_v51.8"
21,"1096",4,"73102-20170214155712_v51.8"
74,"7184",3,"79902-20170214155712_v51.8"
112,"7219",12,"79801-20170214155712_v51.8"
-32,"7105",31,"79902-20170214155712_v51.8"
144,"7201",14,"79902-20170214155712_v51.8"
102,"7197",27,"79801-20170214155712_v51.8"
309,"1069",19,"79801-20170214155712_v51.8"
327,"7184",3,"65502-20170214155712_v51.8"
412,"7821",47,"63502-20170214155712_v51.8"
233,"7149",34,"62501-20170214155712_v51.8"
-24,"8089",8,"02001-20170214155712_v51.8"
373,"7815",67,"71902-20170214155712_v51.8"
-104,"7003",38,"74501-20170214155712_v51.8"
-311,"7003",66,"71901-20170214155712_v51.8"
187,"7141",58,"59501-20170214155712_v51.8"
247,"8538",14,"60502-20170214155712_v51.8"
101,"7618",21,"51501-20170214155712_v51.8"
54,"7080",2,"02002-20170214155712_v51.8"
535,"7385",10,"76701-20170214155712_v51.8"
-37,"7305",57,"75601-20170214155712_v51.8"
145,"7612",15,"39002-20170214155712_v51.8"
333,"3041",15,"87901-20170214155712_v51.8"
-44,"3078",58,"85802-20170214155712_v51.8"
-450,"4711",54,"98302-20170214155712_v51.8"
100,"4501",4,"98206-20170214155712_v51.8"
114,"3270",46,"83901-20170214155712_v51.8"
44,"4501",4,"98106-20170214155712_v51.8"
213,"7036",6,"87902-20170214155712_v51.8"
-221,"4704",50,"98204-20170214155712_v51.8"
-211,"8230",23,"22102-20170214155712_v51.8"
72,"5212",4,"17202-20170214155712_v51.8"
-111,"8201",37,"22101-20170214155712_v51.8"
177,"1324",1,"22302-20170214155712_v51.8"
127,"5282",35,"11502-20170214155712_v51.8"
385,"8331",30,"22302-20170214155712_v51.8"
358,"5853",38,"13601-20170214155712_v51.8"
606,"5371",46,"04902-20170214155712_v51.8"
61,"5043",23,"15401-20170214155712_v51.8"
176,"8147",46,"15301-20170214155712_v51.8"
339,"5044",53,"15402-20170214155712_v51.8"
121,"4502",3,"98302-20170214155712_v51.8"
543,"7821",16,"00709-20170214155712_v51.8"
-319,"7510",25,"51502-20170214155712_v51.8"
573,"8273",35,"23302-20170214155712_v51.8"
86,"7105",44,"23301-20170214155712_v51.8"
131,"8112",11,"13602-20170214155712_v51.8"
-190,"7081",58,"04901-20170214155712_v51.8"
-387,"8103",61,"11301-20170214155712_v51.8"
376,"8210",13,"22302-20170214155712_v51.8"
114,"8126",17,"03002-20170214155712_v51.8"
