"delay","stop.id","stop.sequence","route"
-256,"7055",31,"30201-20170214155712_v51.8"
18,"1338",1,"32102-20170214155712_v51.8"
-190,"7180",6,"30202-20170214155712_v51.8"
73,"8193",22,"39002-20170214155712_v51.8"
76,"8849",11,"01101-20170214155712_v51.8"
-140,"8730",19,"31202-20170214155712_v51.8"
-202,"8503",39,"26701-20170214155712_v51.8"
-23,"7175",39,"39001-20170214155712_v51.8"
230,"7055",45,"31201-20170214155712_v51.8"
72,"8707",31,"31201-20170214155712_v51.8"
176,"1411",33,"32101-20170214155712_v51.8"
103,"8502",6,"25802-20170214155712_v51.8"
18,"8902",3,"25801-20170214155712_v51.8"
-148,"8320",25,"23302-20170214155712_v51.8"
-204,"8401",19,"25501-20170214155712_v51.8"
-112,"7061",43,"29901-20170214155712_v51.8"
190,"8431",4,"25501-20170214155712_v51.8"
109,"1090",43,"23301-20170214155712_v51.8"
-108,"7167",31,"23301-20170214155712_v51.8"
74,"8667",12,"29901-20170214155712_v51.8"
124,"8439",18,"26701-20170214155712_v51.8"
-226,"8353",51,"24902-20170214155712_v51.8"
55,"7099",2,"23302-20170214155712_v51.8"
346,"8943",32,"29902-20170214155712_v51.8"
270,"4691",12,"98302-20170214155712_v51.8"
-246,"1319",50,"87501-20170214155712_v51.8"
131,"8130",19,"03002-20170214155712_v51.8"
-134,"4692",22,"98401-20170214155712_v51.8"
504,"8416",15,"25502-20170214155712_v51.8"
-66,"7147",50,"24901-20170214155712_v51.8"
218,"7815",63,"75704-20170214155712_v51.8"
177,"7180",9,"62502-20170214155712_v51.8"
200,"7180",6,"60602-20170214155712_v51.8"
481,"7826",29,"74502-20170214155712_v51.8"
267,"7231",32,"62501-20170214155712_v51.8"
227,"8729",7,"30201-20170214155712_v51.8"
-156,"8314",20,"24602-20170214155712_v51.8"
48,"5908",1,"23301-20170214155712_v51.8"
229,"8419",26,"25801-20170214155712_v51.8"
675,"8674",34,"26702-20170214155712_v51.8"
153,"7166",8,"24902-20170214155712_v51.8"
-49,"1088",3,"85804-20170214155712_v51.8"
-364,"3362",50,"87901-20170214155712_v51.8"
82,"7147",56,"59501-20170214155712_v51.8"
-72,"8269",27,"24901-20170214155712_v51.8"
148,"7343",31,"76701-20170214155712_v51.8"
77,"8032",23,"00708-20170214155712_v51.8"
301,"8120",14,"13502-20170214155712_v51.8"
68,"8536",33,"22102-20170214155712_v51.8"
132,"5853",4,"22401-20170214155712_v51.8"
242,"5029",30,"15401-20170214155712_v51.8"
242,"5284",36,"11502-20170214155712_v51.8"
-195,"7058",43,"25801-20170214155712_v51.8"
-354,"5878",47,"22402-20170214155712_v51.8"
2,"5854",2,"11501-20170214155712_v51.8"
255,"8503",21,"25501-20170214155712_v51.8"
32,"8068",48,"00708-20170214155712_v51.8"
-484,"8782",84,"00708-20170214155712_v51.8"
395,"8049",49,"00707-20170214155712_v51.8"
172,"7427",31,"00707-20170214155712_v51.8"
72,"7128",2,"25502-20170214155712_v51.8"
18,"3587",3,"89101-20170214155712_v51.8"
340,"7506",23,"50502-20170214155712_v51.8"
242,"7546",17,"71901-20170214155712_v51.8"
-93,"2005",46,"32102-20170214155712_v51.8"
-266,"7296",23,"70304-20170214155712_v51.8"
