"delay","stop.id","stop.sequence","route"
-332,"5098",25,"07011-20170214155712_v51.8"
-54,"7171",26,"60501-20170214155712_v51.8"
-13,"7152",4,"32202-20170214155712_v51.8"
68,"7147",39,"23301-20170214155712_v51.8"
54,"8730",19,"30202-20170214155712_v51.8"
13,"8035",27,"01001-20170214155712_v51.8"
-33,"8418",16,"25802-20170214155712_v51.8"
107,"7978",55,"75703-20170214155712_v51.8"
-212,"7207",34,"39001-20170214155712_v51.8"
-157,"7149",37,"25803-20170214155712_v51.8"
-5,"5348",19,"14901-20170214155712_v51.8"
677,"8405",2,"26707-20170214155712_v51.8"
80,"7776",16,"77002-20170214155712_v51.8"
169,"5438",21,"14501-20170214155712_v51.8"
55,"1097",29,"32101-20170214155712_v51.8"
-233,"8799",56,"59502-20170214155712_v51.8"
16,"8437",19,"26701-20170214155712_v51.8"
40,"7213",17,"02003-20170214155712_v51.8"
137,"7342",6,"02157-20170214155712_v51.8"
-193,"7003",26,"71505-20170214155712_v51.8"
146,"7740",5,"01457-20170214155712_v51.8"
204,"8645",22,"29901-20170214155712_v51.8"
212,"8386",8,"31201-20170214155712_v51.8"
-70,"8277",15,"24805-20170214155712_v51.8"
439,"8069",38,"00705-20170214155712_v51.8"
65,"8799",35,"75703-20170214155712_v51.8"
638,"8717",26,"31201-20170214155712_v51.8"
13,"1422",1,"01757-20170214155712_v51.8"
-104,"8034",27,"01002-20170214155712_v51.8"
3,"7417",21,"62501-20170214155712_v51.8"
182,"7656",10,"70302-20170214155712_v51.8"
98,"7134",5,"03002-20170214155712_v51.8"
-28,"7205",35,"31201-20170214155712_v51.8"
683,"8431",20,"25801-20170214155712_v51.8"
35,"8316",21,"24902-20170214155712_v51.8"
79,"8317",26,"24803-20170214155712_v51.8"
-50,"8425",7,"25501-20170214155712_v51.8"
-502,"7058",12,"26707-20170214155712_v51.8"
43,"8693",3,"26709-20170214155712_v51.8"
206,"8677",3,"09951-20170214155712_v51.8"
470,"8272",16,"24805-20170214155712_v51.8"
263,"7912",12,"75703-20170214155712_v51.8"
-777,"7147",36,"27701-20170214155712_v51.8"
162,"8717",12,"30201-20170214155712_v51.8"
-454,"7024",23,"27401-20170214155712_v51.8"
-279,"7149",20,"24601-20170214155712_v51.8"
101,"8515",10,"27401-20170214155712_v51.8"
98,"1400",17,"31005-20170214155712_v51.8"
-610,"7141",22,"27401-20170214155712_v51.8"
-238,"8589",41,"31202-20170214155712_v51.8"
157,"7014",4,"23302-20170214155712_v51.8"
-34,"7180",6,"31202-20170214155712_v51.8"
212,"8462",42,"24302-20170214155712_v51.8"
-28,"7170",4,"39002-20170214155712_v51.8"
405,"7171",40,"31201-20170214155712_v51.8"
161,"8034",21,"00702-20170214155712_v51.8"
5,"7055",1,"30202-20170214155712_v51.8"
40,"4625",15,"98203-20170214155712_v51.8"
181,"3139",25,"85801-20170214155712_v51.8"
232,"4065",25,"89103-20170214155712_v51.8"
-770,"3175",18,"86003-20170214155712_v51.8"
-51,"7089",41,"26703-20170214155712_v51.8"
-44,"1775",4,"32101-20170214155712_v51.8"
40,"7840",37,"74503-20170214155712_v51.8"
509,"7303",18,"52005-20170214155712_v51.8"
391,"7503",29,"50501-20170214155712_v51.8"
-998,"1350",36,"32202-20170214155712_v51.8"
372,"7176",5,"29902-20170214155712_v51.8"
636,"8317",33,"24909-20170214155712_v51.8"
525,"8435",20,"26701-20170214155712_v51.8"
17,"7254",20,"74502-20170214155712_v51.8"
-511,"8491",28,"02002-20170214155712_v51.8"
-1,"8419",10,"25501-20170214155712_v51.8"
102,"8911",7,"25803-20170214155712_v51.8"
178,"8502",8,"27402-20170214155712_v51.8"
-608,"7175",25,"30201-20170214155712_v51.8"
-131,"7230",15,"88103-20170214155712_v51.8"
-231,"3362",29,"89101-20170214155712_v51.8"
95,"7202",18,"88103-20170214155712_v51.8"
352,"8222",19,"22202-20170214155712_v51.8"
-777,"7063",28,"30201-20170214155712_v51.8"
640,"7867",24,"71902-20170214155712_v51.8"
