"delay","stop.id","stop.sequence","route"
24,"8457",3,"23301-20170214155712_v51.8"
218,"8435",20,"26701-20170214155712_v51.8"
218,"7800",2,"75703-20170214155712_v51.8"
-30,"1775",4,"32101-20170214155712_v51.8"
-78,"7176",7,"59502-20170214155712_v51.8"
3,"7420",23,"65502-20170214155712_v51.8"
-272,"7133",26,"03001-20170214155712_v51.8"
526,"7086",52,"24901-20170214155712_v51.8"
30,"7055",1,"29902-20170214155712_v51.8"
179,"7119",15,"00501-20170214155712_v51.8"
-152,"7921",37,"53206-20170214155712_v51.8"
317,"8504",9,"27702-20170214155712_v51.8"
272,"8267",21,"24801-20170214155712_v51.8"
-450,"7175",25,"30201-20170214155712_v51.8"
-204,"8301",29,"24301-20170214155712_v51.8"
211,"8376",3,"31201-20170214155712_v51.8"
117,"8667",12,"29901-20170214155712_v51.8"
-56,"8521",7,"27401-20170214155712_v51.8"
51,"8881",31,"32101-20170214155712_v51.8"
3000,"2024",1,"32101-20170214155712_v51.8"
191,"3209",45,"87901-20170214155712_v51.8"
-25,"8192",20,"39001-20170214155712_v51.8"
43,"5908",1,"24909-20170214155712_v51.8"
-238,"7890",34,"71501-20170214155712_v51.8"
-16,"7051",28,"02001-20170214155712_v51.8"
45,"8515",10,"27401-20170214155712_v51.8"
-260,"8724",17,"30202-20170214155712_v51.8"
26,"4228",1,"88103-20170214155712_v51.8"
86,"3360",4,"88103-20170214155712_v51.8"
417,"8240",28,"22402-20170214155712_v51.8"
176,"4736",29,"99201-20170214155712_v51.8"
-131,"8379",37,"31202-20170214155712_v51.8"
382,"7345",30,"76701-20170214155712_v51.8"
168,"7055",45,"39001-20170214155712_v51.8"
143,"7600",12,"52504-20170214155712_v51.8"
476,"7145",48,"50501-20170214155712_v51.8"
20,"8928",32,"24302-20170214155712_v51.8"
64,"5765",8,"13011-20170214155712_v51.8"
41,"5518",9,"15401-20170214155712_v51.8"
137,"8334",7,"22301-20170214155712_v51.8"
320,"5784",17,"13501-20170214155712_v51.8"
34,"5348",19,"07901-20170214155712_v51.8"
7,"7147",36,"27701-20170214155712_v51.8"
-478,"5831",43,"15404-20170214155712_v51.8"
241,"8112",12,"04902-20170214155712_v51.8"
187,"8210",13,"22202-20170214155712_v51.8"
65,"5431",16,"15301-20170214155712_v51.8"
60,"5822",32,"15302-20170214155712_v51.8"
-266,"5108",35,"08501-20170214155712_v51.8"
-18,"8533",17,"27701-20170214155712_v51.8"
270,"8419",26,"25801-20170214155712_v51.8"
245,"8500",5,"25802-20170214155712_v51.8"
195,"8289",9,"24801-20170214155712_v51.8"
-542,"3149",20,"85003-20170214155712_v51.8"
-17,"8089",8,"02001-20170214155712_v51.8"
-689,"7141",41,"32201-20170214155712_v51.8"
271,"8841",15,"01001-20170214155712_v51.8"
161,"1323",59,"75601-20170214155712_v51.8"
337,"7175",39,"31201-20170214155712_v51.8"
-57,"1501",15,"52501-20170214155712_v51.8"
49,"4659",36,"98203-20170214155712_v51.8"
65,"3551",44,"87501-20170214155712_v51.8"
-134,"1319",26,"87303-20170214155712_v51.8"
128,"3105",45,"83902-20170214155712_v51.8"
282,"8118",16,"01002-20170214155712_v51.8"
-515,"7054",8,"79702-20170214155712_v51.8"
-295,"1078",9,"79702-20170214155712_v51.8"
