"delay","stop.id","stop.sequence","route"
-4,"8111",56,"09701-20170214155712_v51.8"
371,"3351",41,"87501-20170214155712_v51.8"
33,"5091",13,"04801-20170214155712_v51.8"
180,"8537",6,"22301-20170214155712_v51.8"
396,"5287",23,"17202-20170214155712_v51.8"
651,"1323",67,"71901-20170214155712_v51.8"
63,"7038",28,"86303-20170214155712_v51.8"
520,"7158",5,"27402-20170214155712_v51.8"
363,"7845",33,"71902-20170214155712_v51.8"
-373,"7605",28,"32201-20170214155712_v51.8"
70,"8313",7,"24601-20170214155712_v51.8"
327,"8852",48,"01002-20170214155712_v51.8"
-398,"8740",22,"30202-20170214155712_v51.8"
77,"1327",4,"32201-20170214155712_v51.8"
306,"8727",8,"30201-20170214155712_v51.8"
23,"5910",1,"11304-20170214155712_v51.8"
476,"8927",11,"24301-20170214155712_v51.8"
-255,"7151",38,"26703-20170214155712_v51.8"
35,"5438",21,"14501-20170214155712_v51.8"
173,"7313",45,"76701-20170214155712_v51.8"
-376,"7260",17,"02001-20170214155712_v51.8"
99,"7902",7,"53205-20170214155712_v51.8"
530,"7084",4,"02002-20170214155712_v51.8"
316,"7613",20,"52501-20170214155712_v51.8"
111,"7671",12,"70301-20170214155712_v51.8"
149,"8393",30,"31202-20170214155712_v51.8"
28,"8321",3,"24601-20170214155712_v51.8"
290,"8306",16,"24902-20170214155712_v51.8"
343,"8042",31,"00706-20170214155712_v51.8"
1040,"7830",32,"71901-20170214155712_v51.8"
322,"7253",21,"74501-20170214155712_v51.8"
-175,"8201",18,"24601-20170214155712_v51.8"
431,"1422",29,"77102-20170214155712_v51.8"
-24,"7214",45,"01001-20170214155712_v51.8"
140,"7776",16,"77102-20170214155712_v51.8"
-315,"8409",31,"25803-20170214155712_v51.8"
-198,"8421",9,"25503-20170214155712_v51.8"
815,"8412",13,"25802-20170214155712_v51.8"
556,"7089",40,"23301-20170214155712_v51.8"
556,"8269",26,"24909-20170214155712_v51.8"
-231,"7202",7,"31202-20170214155712_v51.8"
791,"8365",57,"24902-20170214155712_v51.8"
501,"8529",18,"27701-20170214155712_v51.8"
1089,"7086",26,"24305-20170214155712_v51.8"
165,"7128",2,"25802-20170214155712_v51.8"
-53,"7149",20,"24601-20170214155712_v51.8"
1234,"8268",28,"24902-20170214155712_v51.8"
441,"7086",44,"24805-20170214155712_v51.8"
432,"8051",33,"00701-20170214155712_v51.8"
-60,"8676",40,"29902-20170214155712_v51.8"
175,"7175",25,"30201-20170214155712_v51.8"
175,"7151",39,"25801-20170214155712_v51.8"
-48,"7151",41,"29901-20170214155712_v51.8"
-248,"7055",45,"29901-20170214155712_v51.8"
1020,"7086",32,"22301-20170214155712_v51.8"
-226,"5503",40,"15404-20170214155712_v51.8"
-193,"7171",26,"60501-20170214155712_v51.8"
