"delay","stop.id","stop.sequence","route"
-53,"7084",3,"11502-20170214155712_v51.8"
-63,"8225",17,"22301-20170214155712_v51.8"
1176,"7003",50,"76901-20170214155712_v51.8"
66,"3390",9,"89102-20170214155712_v51.8"
99,"3230",19,"87502-20170214155712_v51.8"
67,"7024",23,"27401-20170214155712_v51.8"
-47,"7816",6,"71901-20170214155712_v51.8"
233,"7175",39,"31201-20170214155712_v51.8"
36,"8006",4,"00708-20170214155712_v51.8"
121,"5779",17,"22401-20170214155712_v51.8"
69,"8044",33,"01101-20170214155712_v51.8"
0,"5854",2,"14501-20170214155712_v51.8"
-22,"7483",25,"59501-20170214155712_v51.8"
275,"7141",53,"53205-20170214155712_v51.8"
173,"7723",12,"63501-20170214155712_v51.8"
156,"8622",13,"32102-20170214155712_v51.8"
72,"8317",20,"23301-20170214155712_v51.8"
-27,"7345",82,"00706-20170214155712_v51.8"
0,"7139",43,"26702-20170214155712_v51.8"
220,"8401",35,"25801-20170214155712_v51.8"
-280,"8924",30,"24902-20170214155712_v51.8"
-34,"8731",20,"31201-20170214155712_v51.8"
246,"7055",45,"29901-20170214155712_v51.8"
37,"8917",10,"25801-20170214155712_v51.8"
204,"7128",2,"25802-20170214155712_v51.8"
727,"8205",34,"23301-20170214155712_v51.8"
308,"8365",57,"24902-20170214155712_v51.8"
515,"8635",26,"29901-20170214155712_v51.8"
-565,"8479",23,"30202-20170214155712_v51.8"
-8,"7055",1,"30202-20170214155712_v51.8"
-552,"7105",26,"24601-20170214155712_v51.8"
-376,"8581",42,"39002-20170214155712_v51.8"
-244,"7149",11,"22001-20170214155712_v51.8"
347,"8050",38,"00708-20170214155712_v51.8"
-441,"5078",24,"04901-20170214155712_v51.8"
-426,"7151",19,"24601-20170214155712_v51.8"
74,"7180",6,"31202-20170214155712_v51.8"
121,"7280",15,"00707-20170214155712_v51.8"
-443,"7151",18,"27401-20170214155712_v51.8"
275,"8356",7,"24901-20170214155712_v51.8"
-294,"7149",21,"25503-20170214155712_v51.8"
-152,"4632",33,"98206-20170214155712_v51.8"
142,"3076",63,"85804-20170214155712_v51.8"
3000,"4569",11,"98107-20170214155712_v51.8"
39,"8271",36,"23302-20170214155712_v51.8"
7,"1350",40,"32102-20170214155712_v51.8"
-304,"7028",46,"65501-20170214155712_v51.8"
1822,"7320",11,"75704-20170214155712_v51.8"
161,"7267",19,"02001-20170214155712_v51.8"
-96,"7227",33,"62501-20170214155712_v51.8"
947,"7105",47,"24805-20170214155712_v51.8"
-285,"7141",22,"27401-20170214155712_v51.8"
-78,"7058",43,"25801-20170214155712_v51.8"
424,"4308",44,"22102-20170214155712_v51.8"
220,"7105",55,"24901-20170214155712_v51.8"
-40,"7089",26,"25501-20170214155712_v51.8"
25,"7089",44,"26701-20170214155712_v51.8"
3000,"4643",21,"98301-20170214155712_v51.8"
86,"7022",3,"24902-20170214155712_v51.8"
-228,"3081",11,"88201-20170214155712_v51.8"
643,"7017",10,"88104-20170214155712_v51.8"
183,"3629",15,"89101-20170214155712_v51.8"
6,"8004",3,"03001-20170214155712_v51.8"
139,"7288",13,"23302-20170214155712_v51.8"
-117,"8411",32,"26703-20170214155712_v51.8"
247,"7302",3,"75704-20170214155712_v51.8"
-496,"7147",36,"27701-20170214155712_v51.8"
-62,"8381",36,"31202-20170214155712_v51.8"
340,"7105",41,"24301-20170214155712_v51.8"
-43,"5912",36,"22402-20170214155712_v51.8"
407,"5105",28,"08704-20170214155712_v51.8"
68,"7089",49,"22201-20170214155712_v51.8"
45,"8241",27,"22201-20170214155712_v51.8"
854,"5779",45,"13501-20170214155712_v51.8"
114,"5304",14,"14902-20170214155712_v51.8"
1038,"7324",13,"76902-20170214155712_v51.8"
-507,"7147",20,"27401-20170214155712_v51.8"
-458,"7151",8,"26707-20170214155712_v51.8"
65,"8527",4,"27401-20170214155712_v51.8"
-8,"7147",38,"25803-20170214155712_v51.8"
24,"7105",17,"22001-20170214155712_v51.8"
2,"7089",31,"22301-20170214155712_v51.8"
94,"7166",8,"22402-20170214155712_v51.8"
106,"5914",44,"15401-20170214155712_v51.8"
-516,"8101",67,"15301-20170214155712_v51.8"
172,"8406",10,"25502-20170214155712_v51.8"
4,"7285",26,"25502-20170214155712_v51.8"
424,"7285",26,"25502-20170214155712_v51.8"
-173,"7818",70,"00708-20170214155712_v51.8"
934,"8071",36,"00707-20170214155712_v51.8"
101,"8424",19,"26702-20170214155712_v51.8"
99,"7145",21,"27401-20170214155712_v51.8"
173,"3129",17,"87501-20170214155712_v51.8"
-285,"7202",18,"88103-20170214155712_v51.8"
-175,"7091",54,"87705-20170214155712_v51.8"
187,"7024",23,"27401-20170214155712_v51.8"
-117,"6496",2,"32101-20170214155712_v51.8"
35,"4638",4,"98802-20170214155712_v51.8"
286,"4214",25,"89102-20170214155712_v51.8"
449,"3098",47,"87902-20170214155712_v51.8"
-548,"7091",52,"87501-20170214155712_v51.8"
18,"7403",22,"60601-20170214155712_v51.8"
-62,"1084",10,"79702-20170214155712_v51.8"
82,"1061",1,"79702-20170214155712_v51.8"
-44,"7049",16,"79702-20170214155712_v51.8"
-219,"7034",18,"79702-20170214155712_v51.8"
168,"7035",3,"79702-20170214155712_v51.8"
41,"7061",12,"79702-20170214155712_v51.8"
-389,"1061",20,"79702-20170214155712_v51.8"
276,"7836",8,"77001-20170214155712_v51.8"
-44,"8035",43,"73102-20170214155712_v51.8"
-671,"1083",68,"73102-20170214155712_v51.8"
651,"7124",13,"72101-20170214155712_v51.8"
8,"7006",71,"72101-20170214155712_v51.8"
102,"8708",17,"73102-20170214155712_v51.8"
-72,"1094",69,"73102-20170214155712_v51.8"
521,"7023",3,"73102-20170214155712_v51.8"
211,"1404",28,"73102-20170214155712_v51.8"
130,"7114",8,"72101-20170214155712_v51.8"
97,"7195",63,"72101-20170214155712_v51.8"
351,"7208",24,"79801-20170214155712_v51.8"
188,"7208",12,"79902-20170214155712_v51.8"
-104,"7099",32,"79902-20170214155712_v51.8"
