"delay","stop.id","stop.sequence","route"
-97,"7601",33,"39001-20170214155712_v51.8"
115,"8407",34,"26701-20170214155712_v51.8"
178,"7055",31,"30201-20170214155712_v51.8"
71,"8602",7,"29902-20170214155712_v51.8"
24,"7055",1,"31202-20170214155712_v51.8"
1208,"8314",20,"24902-20170214155712_v51.8"
18,"4757",32,"98203-20170214155712_v51.8"
305,"4423",7,"89101-20170214155712_v51.8"
-339,"8432",23,"25502-20170214155712_v51.8"
145,"8426",20,"26702-20170214155712_v51.8"
473,"7502",21,"59502-20170214155712_v51.8"
-66,"7201",37,"31201-20170214155712_v51.8"
60,"7128",2,"26702-20170214155712_v51.8"
113,"8068",44,"00710-20170214155712_v51.8"
97,"8459",2,"23301-20170214155712_v51.8"
-258,"8526",19,"27402-20170214155712_v51.8"
1,"8416",15,"25802-20170214155712_v51.8"
269,"8500",7,"27702-20170214155712_v51.8"
-229,"8503",16,"27401-20170214155712_v51.8"
4,"5822",32,"15302-20170214155712_v51.8"
96,"5199",16,"17001-20170214155712_v51.8"
-97,"7151",28,"22301-20170214155712_v51.8"
-45,"8521",23,"27701-20170214155712_v51.8"
725,"8303",30,"23301-20170214155712_v51.8"
2560,"8533",1,"27401-20170214155712_v51.8"
120,"8044",20,"23302-20170214155712_v51.8"
114,"7148",6,"24902-20170214155712_v51.8"
246,"8319",33,"24901-20170214155712_v51.8"
-223,"7175",39,"29901-20170214155712_v51.8"
-141,"8451",36,"27702-20170214155712_v51.8"
-313,"7205",21,"30201-20170214155712_v51.8"
33,"8900",2,"25801-20170214155712_v51.8"
56,"3067",10,"85801-20170214155712_v51.8"
-219,"7091",52,"87501-20170214155712_v51.8"
44,"3110",40,"83902-20170214155712_v51.8"
14,"8589",26,"30202-20170214155712_v51.8"
18,"4831",1,"98107-20170214155712_v51.8"
18,"3039",43,"87502-20170214155712_v51.8"
-359,"1325",17,"79702-20170214155712_v51.8"
-597,"7131",11,"79702-20170214155712_v51.8"
-214,"7034",18,"79702-20170214155712_v51.8"
-276,"7052",7,"79702-20170214155712_v51.8"
-240,"7131",11,"79702-20170214155712_v51.8"
72,"7452",37,"62502-20170214155712_v51.8"
201,"8863",33,"72101-20170214155712_v51.8"
1461,"8701",57,"72101-20170214155712_v51.8"
314,"7120",11,"72101-20170214155712_v51.8"
-488,"1079",67,"73102-20170214155712_v51.8"
3000,"1094",1,"73102-20170214155712_v51.8"
-64,"7202",13,"73102-20170214155712_v51.8"
119,"7208",12,"79902-20170214155712_v51.8"
205,"7228",20,"79801-20170214155712_v51.8"
-174,"7018",35,"79902-20170214155712_v51.8"
52,"7134",20,"79902-20170214155712_v51.8"
229,"7016",36,"79801-20170214155712_v51.8"
458,"7208",24,"79801-20170214155712_v51.8"
308,"7402",13,"65502-20170214155712_v51.8"
118,"8535",2,"63501-20170214155712_v51.8"
116,"7028",38,"62501-20170214155712_v51.8"
52,"7233",22,"02001-20170214155712_v51.8"
-229,"7758",27,"60502-20170214155712_v51.8"
215,"7457",37,"51501-20170214155712_v51.8"
35,"7217",12,"02002-20170214155712_v51.8"
771,"7351",27,"76701-20170214155712_v51.8"
164,"8181",28,"39002-20170214155712_v51.8"
384,"3123",27,"87901-20170214155712_v51.8"
224,"4750",17,"98206-20170214155712_v51.8"
218,"1090",4,"85802-20170214155712_v51.8"
150,"3566",61,"83901-20170214155712_v51.8"
113,"4810",15,"98106-20170214155712_v51.8"
28,"3568",10,"87902-20170214155712_v51.8"
-24,"8100",5,"15402-20170214155712_v51.8"
-147,"1438",34,"22102-20170214155712_v51.8"
18,"5021",17,"17202-20170214155712_v51.8"
77,"7086",42,"22101-20170214155712_v51.8"
207,"7146",5,"22302-20170214155712_v51.8"
-190,"5534",49,"11502-20170214155712_v51.8"
484,"5906",36,"22302-20170214155712_v51.8"
457,"5801",49,"13601-20170214155712_v51.8"
683,"5361",56,"04902-20170214155712_v51.8"
50,"8241",19,"22101-20170214155712_v51.8"
171,"5425",38,"15401-20170214155712_v51.8"
-228,"8117",59,"15301-20170214155712_v51.8"
521,"5055",64,"15402-20170214155712_v51.8"
134,"4676",19,"98302-20170214155712_v51.8"
181,"5511",7,"11501-20170214155712_v51.8"
680,"8073",35,"00709-20170214155712_v51.8"
-256,"7792",38,"51502-20170214155712_v51.8"
474,"5908",45,"23302-20170214155712_v51.8"
826,"7105",44,"23301-20170214155712_v51.8"
44,"8134",20,"13602-20170214155712_v51.8"
-234,"7087",66,"11301-20170214155712_v51.8"
208,"8230",23,"22302-20170214155712_v51.8"
-179,"8001",29,"03002-20170214155712_v51.8"
206,"1099",65,"51502-20170214155712_v51.8"
870,"8432",23,"25802-20170214155712_v51.8"
116,"3197",13,"84301-20170214155712_v51.8"
-538,"7085",27,"03001-20170214155712_v51.8"
246,"8978",44,"72101-20170214155712_v51.8"
222,"7203",60,"72101-20170214155712_v51.8"
500,"8712",18,"73102-20170214155712_v51.8"
-35,"8029",47,"73102-20170214155712_v51.8"
213,"5801",15,"22401-20170214155712_v51.8"
-111,"3551",37,"91301-20170214155712_v51.8"
4,"8700",9,"30202-20170214155712_v51.8"
-57,"7107",30,"79902-20170214155712_v51.8"
105,"7106",6,"79801-20170214155712_v51.8"
-72,"8100",6,"04902-20170214155712_v51.8"
10,"5392",6,"14901-20170214155712_v51.8"
336,"7407",32,"65501-20170214155712_v51.8"
-84,"8866",17,"22102-20170214155712_v51.8"
-323,"3961",33,"97401-20170214155712_v51.8"
-11,"7071",36,"97301-20170214155712_v51.8"
261,"3996",5,"97602-20170214155712_v51.8"
56,"7071",38,"95501-20170214155712_v51.8"
-199,"4010",18,"95501-20170214155712_v51.8"
-47,"7036",3,"97302-20170214155712_v51.8"
170,"3899",38,"95702-20170214155712_v51.8"
-378,"4229",42,"95701-20170214155712_v51.8"
137,"3347",15,"91505-20170214155712_v51.8"
267,"4110",13,"97402-20170214155712_v51.8"
-22,"4078",7,"95502-20170214155712_v51.8"
182,"4055",15,"97301-20170214155712_v51.8"
-79,"3755",26,"95504-20170214155712_v51.8"
15,"2769",2,"37101-20170214155712_v51.8"
-204,"2359",38,"36501-20170214155712_v51.8"
-738,"6933",32,"36601-20170214155712_v51.8"
203,"6888",5,"36202-20170214155712_v51.8"
10,"6853",14,"36201-20170214155712_v51.8"
425,"2500",15,"37602-20170214155712_v51.8"
-51,"6016",12,"03302-20170214155712_v51.8"
-236,"2179",37,"36101-20170214155712_v51.8"
189,"2736",36,"03302-20170214155712_v51.8"
-243,"2717",19,"37202-20170214155712_v51.8"
-24,"6048",18,"03301-20170214155712_v51.8"
-76,"6970",25,"36602-20170214155712_v51.8"
106,"4004",2,"90503-20170214155712_v51.8"
36,"6565",44,"03301-20170214155712_v51.8"
148,"2353",6,"36502-20170214155712_v51.8"
37,"5670",48,"13006-20170214155712_v51.8"
-153,"2875",13,"39102-20170214155712_v51.8"
-73,"2929",15,"39216-20170214155712_v51.8"
38,"2907",12,"39302-20170214155712_v51.8"
50,"2188",16,"36102-20170214155712_v51.8"
-107,"2233",53,"36102-20170214155712_v51.8"
-57,"2739",9,"37402-20170214155712_v51.8"
287,"4229",8,"10004-20170214155712_v51.8"
-5,"8115",46,"08001-20170214155712_v51.8"
-350,"4319",25,"94502-20170214155712_v51.8"
-18,"3221",6,"10002-20170214155712_v51.8"
-52,"3360",4,"10001-20170214155712_v51.8"
250,"3123",52,"88001-20170214155712_v51.8"
-48,"3568",25,"81311-20170214155712_v51.8"
