"delay","stop.id","stop.sequence","route"
82,"5429",24,"17202-20170214155712_v51.8"
945,"8247",17,"39002-20170214155712_v51.8"
18,"7502",21,"51502-20170214155712_v51.8"
379,"1097",20,"32102-20170214155712_v51.8"
831,"8540",35,"22102-20170214155712_v51.8"
146,"8059",44,"00705-20170214155712_v51.8"
-196,"1323",51,"76901-20170214155712_v51.8"
237,"8075",15,"02001-20170214155712_v51.8"
26,"8491",28,"02002-20170214155712_v51.8"
223,"8479",52,"01002-20170214155712_v51.8"
470,"7147",56,"59501-20170214155712_v51.8"
640,"8013",23,"03002-20170214155712_v51.8"
-126,"7816",6,"71901-20170214155712_v51.8"
117,"7234",8,"02002-20170214155712_v51.8"
-194,"7015",30,"02001-20170214155712_v51.8"
1422,"8290",28,"24804-20170214155712_v51.8"
-133,"8730",19,"30202-20170214155712_v51.8"
190,"8516",15,"27402-20170214155712_v51.8"
-465,"7175",25,"30201-20170214155712_v51.8"
161,"8437",19,"26701-20170214155712_v51.8"
-375,"8664",32,"27702-20170214155712_v51.8"
-583,"8001",26,"00502-20170214155712_v51.8"
-170,"8532",22,"27402-20170214155712_v51.8"
35,"7175",39,"31201-20170214155712_v51.8"
79,"7026",1,"27402-20170214155712_v51.8"
511,"5837",58,"04902-20170214155712_v51.8"
8,"7170",4,"31202-20170214155712_v51.8"
39,"7058",43,"25801-20170214155712_v51.8"
-358,"8732",20,"30202-20170214155712_v51.8"
44,"8677",3,"29901-20170214155712_v51.8"
158,"7168",6,"27402-20170214155712_v51.8"
233,"7383",7,"00709-20170214155712_v51.8"
263,"8406",10,"25802-20170214155712_v51.8"
691,"7999",19,"23302-20170214155712_v51.8"
-29,"4721",14,"98301-20170214155712_v51.8"
474,"4675",44,"98203-20170214155712_v51.8"
-70,"3009",65,"83902-20170214155712_v51.8"
96,"7022",3,"23302-20170214155712_v51.8"
-157,"7176",7,"51502-20170214155712_v51.8"
-236,"1775",4,"32103-20170214155712_v51.8"
-136,"7813",68,"71902-20170214155712_v51.8"
101,"3463",11,"81301-20170214155712_v51.8"
435,"8384",7,"31201-20170214155712_v51.8"
672,"8072",48,"00706-20170214155712_v51.8"
494,"8928",31,"24802-20170214155712_v51.8"
548,"7823",44,"71902-20170214155712_v51.8"
910,"8658",28,"29902-20170214155712_v51.8"
1740,"7912",58,"51502-20170214155712_v51.8"
1681,"7452",65,"00706-20170214155712_v51.8"
72,"5089",37,"04902-20170214155712_v51.8"
93,"5914",19,"17001-20170214155712_v51.8"
-356,"8863",36,"22201-20170214155712_v51.8"
143,"7166",8,"22002-20170214155712_v51.8"
195,"5769",44,"09702-20170214155712_v51.8"
-137,"5385",66,"07902-20170214155712_v51.8"
-51,"8130",19,"15402-20170214155712_v51.8"
419,"3228",13,"87304-20170214155712_v51.8"
309,"8925",12,"23301-20170214155712_v51.8"
-24,"8513",27,"27701-20170214155712_v51.8"
-505,"8428",21,"25502-20170214155712_v51.8"
157,"8019",67,"00705-20170214155712_v51.8"
-68,"8676",35,"26702-20170214155712_v51.8"
228,"8322",24,"24902-20170214155712_v51.8"
251,"8508",11,"27702-20170214155712_v51.8"
749,"1702",27,"25802-20170214155712_v51.8"
75,"7128",2,"25802-20170214155712_v51.8"
79,"8212",14,"22402-20170214155712_v51.8"
0,"5912",29,"13412-20170214155712_v51.8"
565,"5171",56,"19512-20170214155712_v51.8"
-276,"5290",39,"15302-20170214155712_v51.8"
593,"5497",65,"15402-20170214155712_v51.8"
-226,"5276",15,"14902-20170214155712_v51.8"
170,"8146",26,"13502-20170214155712_v51.8"
161,"8118",14,"04902-20170214155712_v51.8"
543,"8402",8,"26702-20170214155712_v51.8"
28,"7058",1,"26702-20170214155712_v51.8"
286,"8310",18,"24302-20170214155712_v51.8"
857,"8321",32,"24901-20170214155712_v51.8"
-604,"7058",45,"26701-20170214155712_v51.8"
-367,"1088",42,"23301-20170214155712_v51.8"
287,"8426",20,"25802-20170214155712_v51.8"
440,"8450",32,"26702-20170214155712_v51.8"
291,"8423",24,"25801-20170214155712_v51.8"
831,"8908",33,"25804-20170214155712_v51.8"
97,"7168",4,"26702-20170214155712_v51.8"
-205,"8404",9,"25502-20170214155712_v51.8"
114,"8271",34,"24302-20170214155712_v51.8"
289,"8298",44,"24902-20170214155712_v51.8"
608,"8607",34,"29901-20170214155712_v51.8"
174,"7615",26,"39001-20170214155712_v51.8"
184,"5908",1,"24901-20170214155712_v51.8"
1050,"8903",39,"25802-20170214155712_v51.8"
-42,"7038",1,"87502-20170214155712_v51.8"
340,"7036",6,"87004-20170214155712_v51.8"
-317,"3103",26,"86004-20170214155712_v51.8"
259,"7147",35,"62501-20170214155712_v51.8"
404,"8462",44,"23302-20170214155712_v51.8"
-452,"7811",29,"50008-20170214155712_v51.8"
45,"7499",44,"51502-20170214155712_v51.8"
116,"7450",64,"00702-20170214155712_v51.8"
-38,"7606",12,"39002-20170214155712_v51.8"
-160,"4609",15,"98801-20170214155712_v51.8"
-894,"4644",33,"99204-20170214155712_v51.8"
422,"7037",65,"83901-20170214155712_v51.8"
-21,"4151",19,"85802-20170214155712_v51.8"
389,"3857",12,"91302-20170214155712_v51.8"
122,"3221",9,"76004-20170214155712_v51.8"
