"delay","stop.id","stop.sequence","route"
79,"7061",29,"30201-20170214155712_v51.8"
953,"8556",48,"22202-20170214155712_v51.8"
62,"3994",9,"91302-20170214155712_v51.8"
-756,"7091",52,"87501-20170214155712_v51.8"
-223,"7531",60,"71902-20170214155712_v51.8"
-254,"7180",6,"30202-20170214155712_v51.8"
25,"8851",10,"01101-20170214155712_v51.8"
-264,"8730",19,"31202-20170214155712_v51.8"
-126,"5739",25,"14501-20170214155712_v51.8"
231,"7055",45,"31201-20170214155712_v51.8"
1146,"5975",1,"13902-20170214155712_v51.8"
2854,"7058",1,"25802-20170214155712_v51.8"
323,"7151",39,"25801-20170214155712_v51.8"
-15,"7151",41,"29901-20170214155712_v51.8"
229,"8447",14,"26701-20170214155712_v51.8"
259,"7128",2,"25802-20170214155712_v51.8"
185,"7166",8,"24902-20170214155712_v51.8"
56,"8699",10,"29901-20170214155712_v51.8"
314,"7423",33,"00707-20170214155712_v51.8"
18,"5908",1,"23301-20170214155712_v51.8"
192,"8044",20,"23302-20170214155712_v51.8"
-98,"7058",27,"25501-20170214155712_v51.8"
503,"8658",28,"29902-20170214155712_v51.8"
8,"4813",17,"98401-20170214155712_v51.8"
-380,"8589",26,"30202-20170214155712_v51.8"
32,"7099",2,"23302-20170214155712_v51.8"
31,"7802",3,"75703-20170214155712_v51.8"
-113,"7140",2,"59502-20170214155712_v51.8"
73,"8727",8,"30201-20170214155712_v51.8"
-230,"8367",56,"24902-20170214155712_v51.8"
-1,"8303",30,"23301-20170214155712_v51.8"
121,"8410",12,"25502-20170214155712_v51.8"
136,"7164",3,"29902-20170214155712_v51.8"
238,"8245",18,"39002-20170214155712_v51.8"
75,"4751",29,"98203-20170214155712_v51.8"
-26,"7086",2,"85804-20170214155712_v51.8"
-13,"8274",24,"24901-20170214155712_v51.8"
157,"8713",28,"31201-20170214155712_v51.8"
534,"5818",37,"22402-20170214155712_v51.8"
-362,"8111",48,"11501-20170214155712_v51.8"
73,"8117",23,"03003-20170214155712_v51.8"
56,"7275",5,"74501-20170214155712_v51.8"
39,"7151",48,"24901-20170214155712_v51.8"
171,"8001",83,"00707-20170214155712_v51.8"
-153,"7821",39,"74502-20170214155712_v51.8"
-18,"8403",36,"26701-20170214155712_v51.8"
310,"7936",33,"75703-20170214155712_v51.8"
211,"7899",8,"71902-20170214155712_v51.8"
-74,"5837",58,"04902-20170214155712_v51.8"
169,"5854",2,"22401-20170214155712_v51.8"
