"delay","stop.id","stop.sequence","route"
117,"3036",18,"83901-20170214155712_v51.8"
-222,"8064",18,"32102-20170214155712_v51.8"
-757,"8589",26,"30202-20170214155712_v51.8"
158,"1405",41,"39002-20170214155712_v51.8"
-99,"7795",40,"31202-20170214155712_v51.8"
-89,"5340",7,"14501-20170214155712_v51.8"
27,"7128",2,"25502-20170214155712_v51.8"
-90,"8700",9,"31202-20170214155712_v51.8"
-98,"7059",44,"31201-20170214155712_v51.8"
54,"7141",48,"32101-20170214155712_v51.8"
462,"8366",28,"25802-20170214155712_v51.8"
499,"8431",20,"25801-20170214155712_v51.8"
-658,"5908",45,"23302-20170214155712_v51.8"
3000,"7139",1,"29901-20170214155712_v51.8"
234,"8902",10,"24901-20170214155712_v51.8"
32,"7151",23,"25501-20170214155712_v51.8"
-541,"7105",44,"23301-20170214155712_v51.8"
-4,"8601",37,"29901-20170214155712_v51.8"
-319,"8501",40,"26701-20170214155712_v51.8"
245,"8300",14,"23302-20170214155712_v51.8"
-169,"4628",47,"98302-20170214155712_v51.8"
540,"7038",53,"87501-20170214155712_v51.8"
215,"8004",3,"03001-20170214155712_v51.8"
62,"4569",1,"98108-20170214155712_v51.8"
-24,"8099",85,"75704-20170214155712_v51.8"
144,"7440",31,"62502-20170214155712_v51.8"
199,"7758",27,"60602-20170214155712_v51.8"
327,"1760",20,"59501-20170214155712_v51.8"
105,"7952",5,"32101-20170214155712_v51.8"
140,"7175",25,"30201-20170214155712_v51.8"
-57,"8309",24,"23301-20170214155712_v51.8"
389,"7147",41,"25801-20170214155712_v51.8"
203,"8439",18,"26701-20170214155712_v51.8"
125,"7159",5,"62502-20170214155712_v51.8"
151,"8273",32,"24902-20170214155712_v51.8"
204,"8303",41,"24901-20170214155712_v51.8"
376,"8060",43,"00708-20170214155712_v51.8"
46,"5912",29,"13502-20170214155712_v51.8"
7,"7099",2,"22102-20170214155712_v51.8"
194,"8151",18,"22401-20170214155712_v51.8"
435,"5914",44,"15401-20170214155712_v51.8"
118,"8412",13,"25502-20170214155712_v51.8"
234,"7166",8,"24602-20170214155712_v51.8"
175,"5795",23,"08701-20170214155712_v51.8"
3000,"7105",35,"22301-20170214155712_v51.8"
193,"5243",26,"11501-20170214155712_v51.8"
-54,"8406",10,"25802-20170214155712_v51.8"
50,"7826",71,"00708-20170214155712_v51.8"
263,"8433",3,"25501-20170214155712_v51.8"
136,"7699",19,"31201-20170214155712_v51.8"
-29,"8766",74,"00707-20170214155712_v51.8"
-24,"8055",46,"00707-20170214155712_v51.8"
-154,"7148",6,"24902-20170214155712_v51.8"
124,"8499",24,"25502-20170214155712_v51.8"
-484,"3287",24,"89101-20170214155712_v51.8"
96,"1334",5,"87902-20170214155712_v51.8"
324,"7134",5,"03004-20170214155712_v51.8"
212,"8076",13,"02002-20170214155712_v51.8"
312,"7811",48,"50502-20170214155712_v51.8"
82,"7860",44,"71901-20170214155712_v51.8"
86,"8690",42,"26702-20170214155712_v51.8"
-645,"7644",36,"50502-20170214155712_v51.8"
-277,"3478",19,"81302-20170214155712_v51.8"
3,"1078",9,"79702-20170214155712_v51.8"
20,"1067",2,"79702-20170214155712_v51.8"
-238,"1325",17,"79702-20170214155712_v51.8"
-210,"7050",6,"79702-20170214155712_v51.8"
233,"7604",14,"59502-20170214155712_v51.8"
-36,"1323",1,"71902-20170214155712_v51.8"
96,"7192",8,"73102-20170214155712_v51.8"
210,"8414",31,"73102-20170214155712_v51.8"
185,"7006",71,"72101-20170214155712_v51.8"
395,"8064",52,"72101-20170214155712_v51.8"
450,"8226",41,"73102-20170214155712_v51.8"
-79,"7113",63,"73102-20170214155712_v51.8"
912,"7115",62,"73102-20170214155712_v51.8"
-351,"7185",68,"72101-20170214155712_v51.8"
134,"1043",43,"72101-20170214155712_v51.8"
124,"7211",16,"79801-20170214155712_v51.8"
-131,"7107",30,"79902-20170214155712_v51.8"
-56,"7201",14,"79902-20170214155712_v51.8"
14,"7185",33,"79801-20170214155712_v51.8"
125,"7214",22,"79902-20170214155712_v51.8"
