"delay","stop.id","stop.sequence","route"
3000,"5765",8,"09701-20170214155712_v51.8"
433,"8639",24,"09951-20170214155712_v51.8"
-1397,"7081",30,"07011-20170214155712_v51.8"
163,"5339",13,"14901-20170214155712_v51.8"
20,"8313",4,"24001-20170214155712_v51.8"
53,"7538",13,"71901-20170214155712_v51.8"
167,"3689",5,"05453-20170214155712_v51.8"
16,"8529",2,"27401-20170214155712_v51.8"
18,"1745",22,"32202-20170214155712_v51.8"
119,"8503",6,"26707-20170214155712_v51.8"
46,"8701",19,"30201-20170214155712_v51.8"
-371,"1061",54,"01001-20170214155712_v51.8"
131,"7203",22,"30201-20170214155712_v51.8"
-15,"8915",9,"25803-20170214155712_v51.8"
176,"1338",1,"32202-20170214155712_v51.8"
-6,"7055",1,"30202-20170214155712_v51.8"
-354,"5914",43,"14901-20170214155712_v51.8"
70,"7086",23,"24601-20170214155712_v51.8"
-3,"8416",15,"25502-20170214155712_v51.8"
352,"7838",9,"77003-20170214155712_v51.8"
-47,"5338",8,"14501-20170214155712_v51.8"
-271,"7141",48,"32101-20170214155712_v51.8"
-77,"1403",28,"74501-20170214155712_v51.8"
-349,"7058",45,"26701-20170214155712_v51.8"
211,"7269",10,"02002-20170214155712_v51.8"
799,"7848",43,"02157-20170214155712_v51.8"
205,"7839",36,"71902-20170214155712_v51.8"
78,"1626",2,"13902-20170214155712_v51.8"
979,"7413",25,"01457-20170214155712_v51.8"
-688,"7059",44,"29901-20170214155712_v51.8"
336,"7205",35,"31201-20170214155712_v51.8"
-384,"8201",39,"24805-20170214155712_v51.8"
749,"8269",26,"24909-20170214155712_v51.8"
643,"8823",59,"00705-20170214155712_v51.8"
958,"7446",26,"00753-20170214155712_v51.8"
-696,"7307",78,"75703-20170214155712_v51.8"
911,"7415",22,"01757-20170214155712_v51.8"
-304,"8593",55,"01002-20170214155712_v51.8"
271,"1051",8,"00501-20170214155712_v51.8"
-22,"7141",37,"62501-20170214155712_v51.8"
226,"7791",4,"01053-20170214155712_v51.8"
119,"8010",6,"09551-20170214155712_v51.8"
393,"8443",16,"26709-20170214155712_v51.8"
271,"8269",19,"24805-20170214155712_v51.8"
604,"7058",43,"25801-20170214155712_v51.8"
718,"8594",17,"25801-20170214155712_v51.8"
410,"8276",7,"23301-20170214155712_v51.8"
121,"8365",57,"24902-20170214155712_v51.8"
317,"8727",22,"31201-20170214155712_v51.8"
640,"8631",28,"09951-20170214155712_v51.8"
51,"7022",3,"24902-20170214155712_v51.8"
146,"8055",6,"00751-20170214155712_v51.8"
23,"8594",1,"25501-20170214155712_v51.8"
482,"8454",6,"24305-20170214155712_v51.8"
123,"8272",16,"24803-20170214155712_v51.8"
1097,"1411",32,"09951-20170214155712_v51.8"
499,"8201",39,"24805-20170214155712_v51.8"
186,"8284",12,"24805-20170214155712_v51.8"
-167,"7319",40,"76801-20170214155712_v51.8"
184,"7059",19,"02003-20170214155712_v51.8"
284,"7948",42,"75703-20170214155712_v51.8"
-502,"7401",29,"62501-20170214155712_v51.8"
342,"3224",22,"05251-20170214155712_v51.8"
812,"3149",23,"03155-20170214155712_v51.8"
791,"3052",25,"03351-20170214155712_v51.8"
-616,"7055",31,"30201-20170214155712_v51.8"
347,"8058",9,"03051-20170214155712_v51.8"
-328,"7149",19,"27401-20170214155712_v51.8"
129,"8663",14,"29901-20170214155712_v51.8"
368,"8539",5,"22301-20170214155712_v51.8"
13,"5429",1,"17201-20170214155712_v51.8"
303,"7894",14,"25809-20170214155712_v51.8"
392,"7064",2,"60502-20170214155712_v51.8"
32,"8000",1,"00706-20170214155712_v51.8"
160,"7201",23,"30201-20170214155712_v51.8"
106,"8922",32,"23302-20170214155712_v51.8"
-141,"8589",41,"31202-20170214155712_v51.8"
459,"8274",9,"24301-20170214155712_v51.8"
-79,"8171",33,"39002-20170214155712_v51.8"
237,"8610",11,"29902-20170214155712_v51.8"
515,"8068",45,"00702-20170214155712_v51.8"
-392,"7795",25,"30202-20170214155712_v51.8"
-59,"4569",46,"98203-20170214155712_v51.8"
670,"3349",49,"85801-20170214155712_v51.8"
136,"3197",13,"87303-20170214155712_v51.8"
-455,"7206",38,"89103-20170214155712_v51.8"
-525,"7091",26,"86003-20170214155712_v51.8"
-19,"5908",1,"24301-20170214155712_v51.8"
148,"7272",34,"74502-20170214155712_v51.8"
-338,"8069",27,"32101-20170214155712_v51.8"
-210,"1323",58,"74503-20170214155712_v51.8"
713,"1712",25,"05553-20170214155712_v51.8"
564,"7149",29,"52005-20170214155712_v51.8"
72,"7569",15,"65501-20170214155712_v51.8"
22,"7417",21,"62501-20170214155712_v51.8"
154,"1400",17,"31005-20170214155712_v51.8"
105,"7145",48,"50501-20170214155712_v51.8"
21,"1775",1,"32201-20170214155712_v51.8"
