"delay","stop.id","stop.sequence","route"
112,"8703",18,"30201-20170214155712_v51.8"
1114,"8236",26,"22202-20170214155712_v51.8"
-105,"3277",34,"89101-20170214155712_v51.8"
-190,"3273",43,"87501-20170214155712_v51.8"
80,"7861",27,"71902-20170214155712_v51.8"
116,"8732",22,"01102-20170214155712_v51.8"
-30,"7345",85,"00708-20170214155712_v51.8"
79,"7164",3,"31202-20170214155712_v51.8"
441,"5860",35,"14501-20170214155712_v51.8"
126,"7201",37,"31201-20170214155712_v51.8"
146,"7401",38,"77101-20170214155712_v51.8"
311,"8933",30,"25802-20170214155712_v51.8"
319,"8429",21,"25801-20170214155712_v51.8"
-641,"7147",39,"23301-20170214155712_v51.8"
-67,"8399",27,"31202-20170214155712_v51.8"
208,"8651",19,"29901-20170214155712_v51.8"
383,"8403",34,"25801-20170214155712_v51.8"
-382,"1090",25,"24601-20170214155712_v51.8"
122,"7383",7,"00707-20170214155712_v51.8"
-138,"8365",57,"24902-20170214155712_v51.8"
329,"8920",31,"23302-20170214155712_v51.8"
219,"7014",4,"23302-20170214155712_v51.8"
-152,"8407",16,"25501-20170214155712_v51.8"
369,"8600",6,"29902-20170214155712_v51.8"
-238,"7038",66,"87901-20170214155712_v51.8"
174,"4831",16,"98402-20170214155712_v51.8"
81,"8700",9,"30202-20170214155712_v51.8"
-218,"7912",77,"75704-20170214155712_v51.8"
-239,"8326",26,"24902-20170214155712_v51.8"
147,"8276",7,"23301-20170214155712_v51.8"
38,"7089",26,"25501-20170214155712_v51.8"
-137,"7321",42,"76901-20170214155712_v51.8"
150,"7170",4,"39002-20170214155712_v51.8"
-820,"7087",29,"03001-20170214155712_v51.8"
32,"5908",1,"24901-20170214155712_v51.8"
126,"8384",7,"31201-20170214155712_v51.8"
-249,"3076",71,"83902-20170214155712_v51.8"
236,"8236",26,"22402-20170214155712_v51.8"
140,"8149",31,"11501-20170214155712_v51.8"
-308,"8001",33,"03004-20170214155712_v51.8"
377,"1759",38,"59502-20170214155712_v51.8"
349,"8265",29,"24901-20170214155712_v51.8"
532,"8037",56,"00707-20170214155712_v51.8"
61,"7312",8,"74502-20170214155712_v51.8"
181,"8445",15,"26701-20170214155712_v51.8"
817,"7331",67,"75703-20170214155712_v51.8"
9,"7918",15,"75703-20170214155712_v51.8"
-39,"7305",65,"71901-20170214155712_v51.8"
-52,"5087",36,"04902-20170214155712_v51.8"
-9,"5532",31,"11304-20170214155712_v51.8"
138,"8227",31,"22401-20170214155712_v51.8"
394,"7282",5,"32102-20170214155712_v51.8"
-112,"7058",45,"26701-20170214155712_v51.8"
187,"8408",11,"25502-20170214155712_v51.8"
-207,"8227",26,"22101-20170214155712_v51.8"
-632,"5841",52,"22402-20170214155712_v51.8"
718,"1653",30,"08701-20170214155712_v51.8"
122,"5801",15,"22401-20170214155712_v51.8"
-865,"8105",67,"15401-20170214155712_v51.8"
63,"5854",46,"13502-20170214155712_v51.8"
359,"8407",34,"26701-20170214155712_v51.8"
128,"8042",34,"00708-20170214155712_v51.8"
-5,"1097",40,"00707-20170214155712_v51.8"
207,"8416",15,"26702-20170214155712_v51.8"
-20,"7285",26,"25502-20170214155712_v51.8"
44,"7128",2,"25502-20170214155712_v51.8"
-196,"8205",16,"24601-20170214155712_v51.8"
-566,"7147",20,"27401-20170214155712_v51.8"
-294,"3087",45,"87502-20170214155712_v51.8"
172,"7622",28,"32102-20170214155712_v51.8"
413,"7818",26,"71901-20170214155712_v51.8"
920,"7467",33,"59501-20170214155712_v51.8"
-235,"6573",3,"32101-20170214155712_v51.8"
-99,"7604",14,"50502-20170214155712_v51.8"
-4,"7028",1,"70304-20170214155712_v51.8"
372,"3566",54,"85803-20170214155712_v51.8"
47,"3551",1,"81302-20170214155712_v51.8"
-227,"7034",18,"79702-20170214155712_v51.8"
-183,"1084",10,"79702-20170214155712_v51.8"
-157,"7131",11,"79702-20170214155712_v51.8"
-364,"7054",8,"79702-20170214155712_v51.8"
153,"8059",22,"73102-20170214155712_v51.8"
-152,"8493",55,"73102-20170214155712_v51.8"
528,"7112",7,"72101-20170214155712_v51.8"
-172,"7185",68,"72101-20170214155712_v51.8"
182,"7115",62,"73102-20170214155712_v51.8"
528,"1083",68,"73102-20170214155712_v51.8"
112,"7196",10,"73102-20170214155712_v51.8"
31,"1088",2,"72101-20170214155712_v51.8"
407,"8703",56,"72101-20170214155712_v51.8"
590,"7179",35,"79801-20170214155712_v51.8"
-149,"1086",18,"79902-20170214155712_v51.8"
96,"7018",35,"79902-20170214155712_v51.8"
-65,"7203",13,"79902-20170214155712_v51.8"
-21,"7179",35,"79801-20170214155712_v51.8"
-514,"7099",32,"79902-20170214155712_v51.8"
-33,"8541",22,"79801-20170214155712_v51.8"
148,"7188",5,"79902-20170214155712_v51.8"
-152,"7106",6,"79801-20170214155712_v51.8"
105,"7217",13,"79801-20170214155712_v51.8"
309,"7414",18,"62502-20170214155712_v51.8"
153,"7164",3,"60602-20170214155712_v51.8"
-128,"7147",35,"62501-20170214155712_v51.8"
109,"8538",19,"63502-20170214155712_v51.8"
370,"7818",49,"65502-20170214155712_v51.8"
-369,"7501",25,"32101-20170214155712_v51.8"
132,"8124",19,"01002-20170214155712_v51.8"
820,"7028",38,"62501-20170214155712_v51.8"
-187,"7817",66,"71902-20170214155712_v51.8"
8,"7443",8,"62501-20170214155712_v51.8"
-164,"7401",33,"63501-20170214155712_v51.8"
233,"8835",18,"01001-20170214155712_v51.8"
-65,"7004",4,"79702-20170214155712_v51.8"
603,"7942",39,"75703-20170214155712_v51.8"
-321,"7140",10,"88103-20170214155712_v51.8"
186,"4667",24,"98205-20170214155712_v51.8"
-2,"3130",22,"87901-20170214155712_v51.8"
140,"4785",19,"98105-20170214155712_v51.8"
-337,"1704",22,"02002-20170214155712_v51.8"
-26,"7081",1,"03002-20170214155712_v51.8"
58,"3356",24,"85804-20170214155712_v51.8"
-196,"4789",53,"98301-20170214155712_v51.8"
-291,"7202",18,"88103-20170214155712_v51.8"
-106,"4214",23,"98601-20170214155712_v51.8"
-379,"3353",15,"87902-20170214155712_v51.8"
129,"7237",20,"02001-20170214155712_v51.8"
-239,"4214",25,"89102-20170214155712_v51.8"
6,"4501",15,"98501-20170214155712_v51.8"
124,"5525",13,"11303-20170214155712_v51.8"
-175,"7149",47,"22201-20170214155712_v51.8"
5,"5701",24,"13501-20170214155712_v51.8"
45,"5454",36,"15402-20170214155712_v51.8"
1036,"7087",68,"08701-20170214155712_v51.8"
83,"5779",2,"22301-20170214155712_v51.8"
-81,"5756",55,"08702-20170214155712_v51.8"
-223,"7133",70,"13501-20170214155712_v51.8"
-123,"5391",41,"14902-20170214155712_v51.8"
103,"5801",42,"14901-20170214155712_v51.8"
107,"5913",38,"04901-20170214155712_v51.8"
-187,"5914",20,"17201-20170214155712_v51.8"
134,"8210",13,"22102-20170214155712_v51.8"
63,"4640",29,"98204-20170214155712_v51.8"
46,"3449",2,"81301-20170214155712_v51.8"
99,"3268",18,"84302-20170214155712_v51.8"
89,"7425",17,"62501-20170214155712_v51.8"
-588,"7145",47,"32101-20170214155712_v51.8"
333,"7058",43,"25801-20170214155712_v51.8"
179,"8100",5,"15302-20170214155712_v51.8"
-132,"8146",26,"11502-20170214155712_v51.8"
229,"7422",53,"00708-20170214155712_v51.8"
74,"7055",45,"29901-20170214155712_v51.8"
-513,"7813",36,"53206-20170214155712_v51.8"
169,"7168",4,"25802-20170214155712_v51.8"
385,"7961",33,"75704-20170214155712_v51.8"
21,"7202",1,"77002-20170214155712_v51.8"
70,"8863",33,"72101-20170214155712_v51.8"
242,"8978",44,"72101-20170214155712_v51.8"
69,"7999",36,"73102-20170214155712_v51.8"
-4,"5150",20,"17004-20170214155712_v51.8"
9,"4294",4,"88202-20170214155712_v51.8"
92,"3863",27,"91301-20170214155712_v51.8"
99,"7053",14,"79702-20170214155712_v51.8"
421,"7326",14,"76702-20170214155712_v51.8"
