date;datatype;station;value;fl_m;fl_q;fl_so;fl_t
2019-09-07;TMAX;GHCND:NZM00093110;158;;;S;
2019-09-07;TMIN;GHCND:NZM00093110;85;;;S;
2019-09-08;PRCP;GHCND:NZM00093110;119;;;S;
2019-09-08;TAVG;GHCND:NZM00093110;139;H;;S;
2019-09-08;TMAX;GHCND:NZM00093110;173;;;S;
2019-09-08;TMIN;GHCND:NZM00093110;86;;;S;
2019-09-09;PRCP;GHCND:NZM00093110;56;;;S;
2019-09-09;TAVG;GHCND:NZM00093110;131;H;;S;
2019-09-09;TMAX;GHCND:NZM00093110;178;;;S;
2019-09-09;TMIN;GHCND:NZM00093110;99;;;S;
2019-09-10;PRCP;GHCND:NZM00093110;175;;;S;
2019-09-10;TAVG;GHCND:NZM00093110;112;H;;S;
2019-09-10;TMAX;GHCND:NZM00093110;149;;;S;
2019-09-11;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-11;TAVG;GHCND:NZM00093110;126;H;;S;
2019-09-11;TMAX;GHCND:NZM00093110;150;;;S;
2019-09-11;TMIN;GHCND:NZM00093110;77;;;S;
2019-09-12;PRCP;GHCND:NZM00093110;5;;;S;
2019-09-12;TAVG;GHCND:NZM00093110;134;H;;S;
2019-09-12;TMAX;GHCND:NZM00093110;156;;;S;
2019-09-12;TMIN;GHCND:NZM00093110;106;;;S;
2019-09-13;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-13;TAVG;GHCND:NZM00093110;137;H;;S;
2019-09-13;TMAX;GHCND:NZM00093110;172;;;S;
2019-09-13;TMIN;GHCND:NZM00093110;112;;;S;
2019-09-14;PRCP;GHCND:NZM00093110;5;;;S;
2019-09-14;TAVG;GHCND:NZM00093110;131;H;;S;
2019-09-14;TMAX;GHCND:NZM00093110;178;;;S;
2019-09-15;PRCP;GHCND:NZM00093110;10;;;S;
2019-09-15;TAVG;GHCND:NZM00093110;129;H;;S;
2019-09-15;TMAX;GHCND:NZM00093110;161;;;S;
2019-09-15;TMIN;GHCND:NZM00093110;81;;;S;
2019-09-16;PRCP;GHCND:NZM00093110;8;;;S;
2019-09-16;TAVG;GHCND:NZM00093110;143;H;;S;
2019-09-16;TMAX;GHCND:NZM00093110;166;;;S;
2019-09-16;TMIN;GHCND:NZM00093110;99;;;S;
2019-09-17;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-17;TAVG;GHCND:NZM00093110;136;H;;S;
2019-09-17;TMAX;GHCND:NZM00093110;193;;;S;
2019-09-18;PRCP;GHCND:NZM00093110;5;;;S;
2019-09-18;TAVG;GHCND:NZM00093110;127;H;;S;
2019-09-18;TMAX;GHCND:NZM00093110;159;;;S;
2019-09-18;TMIN;GHCND:NZM00093110;102;;;S;
2019-09-19;PRCP;GHCND:NZM00093110;5;;;S;
2019-09-19;TAVG;GHCND:NZM00093110;120;H;;S;
2019-09-19;TMAX;GHCND:NZM00093110;156;;;S;
2019-09-20;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-20;TAVG;GHCND:NZM00093110;117;H;;S;
2019-09-20;TMAX;GHCND:NZM00093110;160;;;S;
2019-09-21;PRCP;GHCND:NZM00093110;3;;;S;
2019-09-21;TAVG;GHCND:NZM00093110;129;H;;S;
2019-09-21;TMAX;GHCND:NZM00093110;167;;;S;
2019-09-21;TMIN;GHCND:NZM00093110;69;;;S;
2019-09-22;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-22;TAVG;GHCND:NZM00093110;137;H;;S;
2019-09-22;TMAX;GHCND:NZM00093110;159;;;S;
2019-09-22;TMIN;GHCND:NZM00093110;83;;;S;
2019-09-23;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-23;TAVG;GHCND:NZM00093110;146;H;;S;
2019-09-23;TMAX;GHCND:NZM00093110;176;;;S;
2019-09-23;TMIN;GHCND:NZM00093110;118;;;S;
2019-09-24;PRCP;GHCND:NZM00093110;135;;;S;
2019-09-24;TAVG;GHCND:NZM00093110;116;H;;S;
2019-09-24;TMAX;GHCND:NZM00093110;168;;;S;
2019-09-25;PRCP;GHCND:NZM00093110;79;;;S;
2019-09-25;TAVG;GHCND:NZM00093110;121;H;;S;
2019-09-25;TMAX;GHCND:NZM00093110;158;;;S;
2019-09-25;TMIN;GHCND:NZM00093110;97;;;S;
2019-09-26;PRCP;GHCND:NZM00093110;132;;;S;
2019-09-26;TAVG;GHCND:NZM00093110;126;H;;S;
2019-09-26;TMIN;GHCND:NZM00093110;82;;;S;
2019-09-27;PRCP;GHCND:NZM00093110;25;;;S;
2019-09-27;TAVG;GHCND:NZM00093110;132;H;;S;
2019-09-27;TMAX;GHCND:NZM00093110;160;;;S;
2019-09-27;TMIN;GHCND:NZM00093110;107;;;S;
2019-09-28;PRCP;GHCND:NZM00093110;15;;;S;
2019-09-28;TAVG;GHCND:NZM00093110;133;H;;S;
2019-09-28;TMAX;GHCND:NZM00093110;166;;;S;
2019-09-29;PRCP;GHCND:NZM00093110;0;;;S;
2019-09-29;TAVG;GHCND:NZM00093110;151;H;;S;
2019-09-29;TMAX;GHCND:NZM00093110;186;;;S;
2019-09-29;TMIN;GHCND:NZM00093110;86;;;S;
2019-09-30;PRCP;GHCND:NZM00093110;23;;;S;
2019-09-30;TAVG;GHCND:NZM00093110;143;H;;S;
2019-09-30;TMAX;GHCND:NZM00093110;186;;;S;
2019-10-01;PRCP;GHCND:NZM00093110;15;;;S;
2019-10-01;TAVG;GHCND:NZM00093110;117;H;;S;
2019-10-01;TMAX;GHCND:NZM00093110;161;;;S;
2019-10-02;PRCP;GHCND:NZM00093110;30;;;S;
2019-10-02;TAVG;GHCND:NZM00093110;119;H;;S;
2019-10-02;TMAX;GHCND:NZM00093110;149;;;S;
2019-10-02;TMIN;GHCND:NZM00093110;87;;;S;
2019-10-03;PRCP;GHCND:NZM00093110;51;;;S;
2019-10-03;TAVG;GHCND:NZM00093110;115;H;;S;
2019-10-03;TMAX;GHCND:NZM00093110;143;;;S;
2019-10-03;TMIN;GHCND:NZM00093110;80;;;S;
2019-10-04;PRCP;GHCND:NZM00093110;15;;;S;
2019-10-04;TAVG;GHCND:NZM00093110;130;H;;S;
2019-10-04;TMAX;GHCND:NZM00093110;159;;;S;
2019-10-04;TMIN;GHCND:NZM00093110;87;;;S;
2019-10-05;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-05;TAVG;GHCND:NZM00093110;139;H;;S;
2019-10-05;TMAX;GHCND:NZM00093110;178;;;S;
2019-10-05;TMIN;GHCND:NZM00093110;101;;;S;
2019-10-06;PRCP;GHCND:NZM00093110;23;;;S;
2019-10-06;TAVG;GHCND:NZM00093110;138;H;;S;
2019-10-06;TMAX;GHCND:NZM00093110;162;;;S;
2019-10-06;TMIN;GHCND:NZM00093110;108;;;S;
2019-10-07;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-07;TAVG;GHCND:NZM00093110;148;H;;S;
2019-10-07;TMAX;GHCND:NZM00093110;174;;;S;
2019-10-07;TMIN;GHCND:NZM00093110;112;;;S;
2019-10-08;PRCP;GHCND:NZM00093110;8;;;S;
2019-10-08;TAVG;GHCND:NZM00093110;142;H;;S;
2019-10-08;TMAX;GHCND:NZM00093110;186;;;S;
2019-10-09;PRCP;GHCND:NZM00093110;3;;;S;
2019-10-09;TAVG;GHCND:NZM00093110;174;H;;S;
2019-10-09;TMAX;GHCND:NZM00093110;212;;;S;
2019-10-09;TMIN;GHCND:NZM00093110;94;;;S;
2019-10-10;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-10;TAVG;GHCND:NZM00093110;168;H;;S;
2019-10-10;TMAX;GHCND:NZM00093110;194;;;S;
2019-10-11;PRCP;GHCND:NZM00093110;99;;;S;
2019-10-11;TAVG;GHCND:NZM00093110;150;H;;S;
2019-10-11;TMAX;GHCND:NZM00093110;176;;;S;
2019-10-12;PRCP;GHCND:NZM00093110;3;;;S;
2019-10-12;TAVG;GHCND:NZM00093110;143;H;;S;
2019-10-12;TMAX;GHCND:NZM00093110;186;;;S;
2019-10-13;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-13;TAVG;GHCND:NZM00093110;144;H;;S;
2019-10-13;TMAX;GHCND:NZM00093110;181;;;S;
2019-10-13;TMIN;GHCND:NZM00093110;96;;;S;
2019-10-14;PRCP;GHCND:NZM00093110;8;;;S;
2019-10-14;TAVG;GHCND:NZM00093110;138;H;;S;
2019-10-14;TMAX;GHCND:NZM00093110;155;;;S;
2019-10-14;TMIN;GHCND:NZM00093110;110;;;S;
2019-10-15;PRCP;GHCND:NZM00093110;282;;;S;
2019-10-15;TAVG;GHCND:NZM00093110;152;H;;S;
2019-10-15;TMAX;GHCND:NZM00093110;186;;;S;
2019-10-15;TMIN;GHCND:NZM00093110;128;;;S;
2019-10-16;PRCP;GHCND:NZM00093110;5;;;S;
2019-10-16;TAVG;GHCND:NZM00093110;143;H;;S;
2019-10-16;TMAX;GHCND:NZM00093110;164;;;S;
2019-10-17;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-17;TAVG;GHCND:NZM00093110;143;H;;S;
2019-10-17;TMAX;GHCND:NZM00093110;172;;;S;
2019-10-18;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-18;TAVG;GHCND:NZM00093110;165;H;;S;
2019-10-18;TMAX;GHCND:NZM00093110;204;;;S;
2019-10-18;TMIN;GHCND:NZM00093110;109;;;S;
2019-10-19;PRCP;GHCND:NZM00093110;18;;;S;
2019-10-19;TAVG;GHCND:NZM00093110;153;H;;S;
2019-10-19;TMAX;GHCND:NZM00093110;196;;;S;
2019-10-20;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-20;TAVG;GHCND:NZM00093110;146;H;;S;
2019-10-20;TMAX;GHCND:NZM00093110;177;;;S;
2019-10-21;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-21;TAVG;GHCND:NZM00093110;147;H;;S;
2019-10-21;TMAX;GHCND:NZM00093110;185;;;S;
2019-10-21;TMIN;GHCND:NZM00093110;117;;;S;
2019-10-22;PRCP;GHCND:NZM00093110;18;;;S;
2019-10-22;TAVG;GHCND:NZM00093110;136;H;;S;
2019-10-22;TMAX;GHCND:NZM00093110;174;;;S;
2019-10-23;PRCP;GHCND:NZM00093110;84;;;S;
2019-10-23;TAVG;GHCND:NZM00093110;132;H;;S;
2019-10-23;TMAX;GHCND:NZM00093110;152;;;S;
2019-10-23;TMIN;GHCND:NZM00093110;101;;;S;
2019-10-24;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-24;TAVG;GHCND:NZM00093110;133;H;;S;
2019-10-24;TMAX;GHCND:NZM00093110;175;;;S;
2019-10-24;TMIN;GHCND:NZM00093110;109;;;S;
2019-10-25;PRCP;GHCND:NZM00093110;15;;;S;
2019-10-25;TAVG;GHCND:NZM00093110;137;H;;S;
2019-10-25;TMAX;GHCND:NZM00093110;164;;;S;
2019-10-25;TMIN;GHCND:NZM00093110;120;;;S;
2019-10-26;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-26;TAVG;GHCND:NZM00093110;145;H;;S;
2019-10-26;TMAX;GHCND:NZM00093110;173;;;S;
2019-10-27;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-27;TAVG;GHCND:NZM00093110;154;H;;S;
2019-10-27;TMAX;GHCND:NZM00093110;195;;;S;
2019-10-27;TMIN;GHCND:NZM00093110;108;;;S;
2019-10-28;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-28;TAVG;GHCND:NZM00093110;153;H;;S;
2019-10-28;TMAX;GHCND:NZM00093110;212;;;S;
2019-10-28;TMIN;GHCND:NZM00093110;116;;;S;
2019-10-29;PRCP;GHCND:NZM00093110;25;;;S;
2019-10-29;TAVG;GHCND:NZM00093110;140;H;;S;
2019-10-29;TMAX;GHCND:NZM00093110;177;;;S;
2019-10-30;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-30;TAVG;GHCND:NZM00093110;150;H;;S;
2019-10-30;TMAX;GHCND:NZM00093110;172;;;S;
2019-10-30;TMIN;GHCND:NZM00093110;117;;;S;
2019-10-31;PRCP;GHCND:NZM00093110;0;;;S;
2019-10-31;TAVG;GHCND:NZM00093110;146;H;;S;
2019-10-31;TMAX;GHCND:NZM00093110;180;;;S;
2019-11-01;TAVG;GHCND:NZM00093110;144;H;;S;
2019-11-01;TMAX;GHCND:NZM00093110;170;;;S;
2019-11-01;TMIN;GHCND:NZM00093110;128;;;S;
2019-11-02;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-02;TAVG;GHCND:NZM00093110;150;H;;S;
2019-11-02;TMAX;GHCND:NZM00093110;179;;;S;
2019-11-02;TMIN;GHCND:NZM00093110;129;;;S;
2019-11-03;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-03;TAVG;GHCND:NZM00093110;156;H;;S;
2019-11-03;TMAX;GHCND:NZM00093110;189;;;S;
2019-11-03;TMIN;GHCND:NZM00093110;135;;;S;
2019-11-04;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-04;TAVG;GHCND:NZM00093110;159;H;;S;
2019-11-04;TMAX;GHCND:NZM00093110;206;;;S;
2019-11-05;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-05;TAVG;GHCND:NZM00093110;171;H;;S;
2019-11-05;TMAX;GHCND:NZM00093110;241;;;S;
2019-11-06;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-06;TAVG;GHCND:NZM00093110;195;H;;S;
2019-11-06;TMAX;GHCND:NZM00093110;237;;;S;
2019-11-06;TMIN;GHCND:NZM00093110;120;;;S;
2019-11-07;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-07;TAVG;GHCND:NZM00093110;207;H;;S;
2019-11-07;TMAX;GHCND:NZM00093110;252;;;S;
2019-11-07;TMIN;GHCND:NZM00093110;165;;;S;
2019-11-08;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-08;TAVG;GHCND:NZM00093110;198;H;;S;
2019-11-08;TMAX;GHCND:NZM00093110;236;;;S;
2019-11-08;TMIN;GHCND:NZM00093110;160;;;S;
2019-11-09;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-09;TAVG;GHCND:NZM00093110;191;H;;S;
2019-11-09;TMAX;GHCND:NZM00093110;224;;;S;
2019-11-09;TMIN;GHCND:NZM00093110;175;;;S;
2019-11-10;PRCP;GHCND:NZM00093110;61;;;S;
2019-11-10;TAVG;GHCND:NZM00093110;165;H;;S;
2019-11-10;TMAX;GHCND:NZM00093110;216;;;S;
2019-11-11;PRCP;GHCND:NZM00093110;130;;;S;
2019-11-11;TAVG;GHCND:NZM00093110;143;H;;S;
2019-11-11;TMAX;GHCND:NZM00093110;178;;;S;
2019-11-12;PRCP;GHCND:NZM00093110;18;;;S;
2019-11-12;TAVG;GHCND:NZM00093110;146;H;;S;
2019-11-12;TMAX;GHCND:NZM00093110;171;;;S;
2019-11-12;TMIN;GHCND:NZM00093110;106;;;S;
2019-11-13;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-13;TAVG;GHCND:NZM00093110;160;H;;S;
2019-11-13;TMAX;GHCND:NZM00093110;194;;;S;
2019-11-13;TMIN;GHCND:NZM00093110;116;;;S;
2019-11-14;PRCP;GHCND:NZM00093110;58;;;S;
2019-11-14;TAVG;GHCND:NZM00093110;167;H;;S;
2019-11-14;TMAX;GHCND:NZM00093110;206;;;S;
2019-11-14;TMIN;GHCND:NZM00093110;128;;;S;
2019-11-15;PRCP;GHCND:NZM00093110;3;;;S;
2019-11-15;TAVG;GHCND:NZM00093110;154;H;;S;
2019-11-15;TMAX;GHCND:NZM00093110;190;;;S;
2019-11-16;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-16;TAVG;GHCND:NZM00093110;176;H;;S;
2019-11-16;TMAX;GHCND:NZM00093110;220;;;S;
2019-11-16;TMIN;GHCND:NZM00093110;115;;;S;
2019-11-17;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-17;TAVG;GHCND:NZM00093110;188;H;;S;
2019-11-17;TMAX;GHCND:NZM00093110;227;;;S;
2019-11-17;TMIN;GHCND:NZM00093110;139;;;S;
2019-11-18;PRCP;GHCND:NZM00093110;117;;;S;
2019-11-18;TAVG;GHCND:NZM00093110;142;H;;S;
2019-11-18;TMAX;GHCND:NZM00093110;214;;;S;
2019-11-19;PRCP;GHCND:NZM00093110;15;;;S;
2019-11-19;TAVG;GHCND:NZM00093110;143;H;;S;
2019-11-20;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-20;TAVG;GHCND:NZM00093110;159;H;;S;
2019-11-20;TMAX;GHCND:NZM00093110;208;;;S;
2019-11-20;TMIN;GHCND:NZM00093110;96;;;S;
2019-11-21;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-21;TAVG;GHCND:NZM00093110;152;H;;S;
2019-11-21;TMAX;GHCND:NZM00093110;183;;;S;
2019-11-21;TMIN;GHCND:NZM00093110;131;;;S;
2019-11-22;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-22;TAVG;GHCND:NZM00093110;160;H;;S;
2019-11-22;TMAX;GHCND:NZM00093110;185;;;S;
2019-11-22;TMIN;GHCND:NZM00093110;128;;;S;
2019-11-23;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-23;TAVG;GHCND:NZM00093110;168;H;;S;
2019-11-23;TMAX;GHCND:NZM00093110;201;;;S;
2019-11-23;TMIN;GHCND:NZM00093110;143;;;S;
2019-11-24;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-24;TAVG;GHCND:NZM00093110;172;H;;S;
2019-11-24;TMAX;GHCND:NZM00093110;195;;;S;
2019-11-24;TMIN;GHCND:NZM00093110;149;;;S;
2019-11-25;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-25;TAVG;GHCND:NZM00093110;171;H;;S;
2019-11-25;TMAX;GHCND:NZM00093110;205;;;S;
2019-11-26;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-26;TAVG;GHCND:NZM00093110;178;H;;S;
2019-11-26;TMAX;GHCND:NZM00093110;228;;;S;
2019-11-26;TMIN;GHCND:NZM00093110;134;;;S;
2019-11-27;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-27;TAVG;GHCND:NZM00093110;189;H;;S;
2019-11-27;TMAX;GHCND:NZM00093110;234;;;S;
2019-11-27;TMIN;GHCND:NZM00093110;136;;;S;
2019-11-28;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-28;TAVG;GHCND:NZM00093110;196;H;;S;
2019-11-28;TMIN;GHCND:NZM00093110;161;;;S;
2019-11-29;TAVG;GHCND:NZM00093110;197;H;;S;
2019-11-29;TMAX;GHCND:NZM00093110;251;;;S;
2019-11-30;PRCP;GHCND:NZM00093110;0;;;S;
2019-11-30;TAVG;GHCND:NZM00093110;203;H;;S;
2019-11-30;TMAX;GHCND:NZM00093110;254;;;S;
2019-11-30;TMIN;GHCND:NZM00093110;151;;;S;
2019-12-01;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-01;TAVG;GHCND:NZM00093110;199;H;;S;
2019-12-01;TMAX;GHCND:NZM00093110;245;;;S;
2019-12-01;TMIN;GHCND:NZM00093110;167;;;S;
2019-12-02;PRCP;GHCND:NZM00093110;25;;;S;
2019-12-02;TAVG;GHCND:NZM00093110;211;H;;S;
2019-12-02;TMAX;GHCND:NZM00093110;243;;;S;
2019-12-02;TMIN;GHCND:NZM00093110;177;;;S;
2019-12-03;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-03;TAVG;GHCND:NZM00093110;184;H;;S;
2019-12-03;TMAX;GHCND:NZM00093110;246;;;S;
2019-12-04;PRCP;GHCND:NZM00093110;41;;;S;
2019-12-04;TAVG;GHCND:NZM00093110;197;H;;S;
2019-12-04;TMAX;GHCND:NZM00093110;259;;;S;
2019-12-04;TMIN;GHCND:NZM00093110;149;;;S;
2019-12-05;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-05;TAVG;GHCND:NZM00093110;199;H;;S;
2019-12-05;TMAX;GHCND:NZM00093110;260;;;S;
2019-12-05;TMIN;GHCND:NZM00093110;141;;;S;
2019-12-06;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-06;TAVG;GHCND:NZM00093110;216;H;;S;
2019-12-06;TMAX;GHCND:NZM00093110;260;;;S;
2019-12-06;TMIN;GHCND:NZM00093110;157;;;S;
2019-12-07;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-07;TAVG;GHCND:NZM00093110;218;H;;S;
2019-12-07;TMAX;GHCND:NZM00093110;264;;;S;
2019-12-07;TMIN;GHCND:NZM00093110;175;;;S;
2019-12-08;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-08;TAVG;GHCND:NZM00093110;207;H;;S;
2019-12-08;TMAX;GHCND:NZM00093110;264;;;S;
2019-12-09;PRCP;GHCND:NZM00093110;13;;;S;
2019-12-09;TAVG;GHCND:NZM00093110;174;H;;S;
2019-12-09;TMAX;GHCND:NZM00093110;218;;;S;
2019-12-10;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-10;TAVG;GHCND:NZM00093110;176;H;;S;
2019-12-10;TMAX;GHCND:NZM00093110;235;;;S;
2019-12-11;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-11;TAVG;GHCND:NZM00093110;190;H;;S;
2019-12-11;TMAX;GHCND:NZM00093110;231;;;S;
2019-12-11;TMIN;GHCND:NZM00093110;110;;;S;
2019-12-12;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-12;TAVG;GHCND:NZM00093110;197;H;;S;
2019-12-12;TMAX;GHCND:NZM00093110;245;;;S;
2019-12-12;TMIN;GHCND:NZM00093110;151;;;S;
2019-12-13;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-13;TAVG;GHCND:NZM00093110;194;H;;S;
2019-12-13;TMAX;GHCND:NZM00093110;230;;;S;
2019-12-13;TMIN;GHCND:NZM00093110;151;;;S;
2019-12-14;PRCP;GHCND:NZM00093110;43;;;S;
2019-12-14;TAVG;GHCND:NZM00093110;183;H;;S;
2019-12-14;TMAX;GHCND:NZM00093110;223;;;S;
2019-12-15;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-15;TAVG;GHCND:NZM00093110;198;H;;S;
2019-12-15;TMAX;GHCND:NZM00093110;232;;;S;
2019-12-15;TMIN;GHCND:NZM00093110;147;;;S;
2019-12-16;PRCP;GHCND:NZM00093110;5;;;S;
2019-12-16;TAVG;GHCND:NZM00093110;209;H;;S;
2019-12-16;TMAX;GHCND:NZM00093110;248;;;S;
2019-12-16;TMIN;GHCND:NZM00093110;177;;;S;
2019-12-17;PRCP;GHCND:NZM00093110;122;;;S;
2019-12-17;TAVG;GHCND:NZM00093110;172;H;;S;
2019-12-17;TMAX;GHCND:NZM00093110;221;;;S;
2019-12-18;PRCP;GHCND:NZM00093110;193;;;S;
2019-12-18;TAVG;GHCND:NZM00093110;171;H;;S;
2019-12-18;TMAX;GHCND:NZM00093110;201;;;S;
2019-12-18;TMIN;GHCND:NZM00093110;142;;;S;
2019-12-19;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-19;TAVG;GHCND:NZM00093110;175;H;;S;
2019-12-19;TMAX;GHCND:NZM00093110;212;;;S;
2019-12-20;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-20;TAVG;GHCND:NZM00093110;162;H;;S;
2019-12-20;TMAX;GHCND:NZM00093110;231;;;S;
2019-12-21;PRCP;GHCND:NZM00093110;46;;;S;
2019-12-21;TAVG;GHCND:NZM00093110;160;H;;S;
2019-12-21;TMAX;GHCND:NZM00093110;213;;;S;
2019-12-22;PRCP;GHCND:NZM00093110;3;;;S;
2019-12-22;TAVG;GHCND:NZM00093110;178;H;;S;
2019-12-22;TMAX;GHCND:NZM00093110;213;;;S;
2019-12-22;TMIN;GHCND:NZM00093110;111;;;S;
2019-12-23;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-23;TAVG;GHCND:NZM00093110;181;H;;S;
2019-12-23;TMAX;GHCND:NZM00093110;202;;;S;
2019-12-23;TMIN;GHCND:NZM00093110;160;;;S;
2019-12-24;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-24;TAVG;GHCND:NZM00093110;185;H;;S;
2019-12-24;TMAX;GHCND:NZM00093110;222;;;S;
2019-12-25;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-25;TAVG;GHCND:NZM00093110;178;H;;S;
2019-12-25;TMAX;GHCND:NZM00093110;219;;;S;
2019-12-26;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-26;TAVG;GHCND:NZM00093110;192;H;;S;
2019-12-26;TMAX;GHCND:NZM00093110;229;;;S;
2019-12-26;TMIN;GHCND:NZM00093110;149;;;S;
2019-12-27;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-27;TAVG;GHCND:NZM00093110;181;H;;S;
2019-12-27;TMAX;GHCND:NZM00093110;212;;;S;
2019-12-28;PRCP;GHCND:NZM00093110;20;;;S;
2019-12-28;TAVG;GHCND:NZM00093110;170;H;;S;
2019-12-28;TMAX;GHCND:NZM00093110;205;;;S;
2019-12-29;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-29;TAVG;GHCND:NZM00093110;176;H;;S;
2019-12-29;TMAX;GHCND:NZM00093110;205;;;S;
2019-12-29;TMIN;GHCND:NZM00093110;145;;;S;
2019-12-30;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-30;TAVG;GHCND:NZM00093110;185;H;;S;
2019-12-30;TMAX;GHCND:NZM00093110;217;;;S;
2019-12-30;TMIN;GHCND:NZM00093110;156;;;S;
2019-12-31;PRCP;GHCND:NZM00093110;0;;;S;
2019-12-31;TAVG;GHCND:NZM00093110;191;H;;S;
2019-12-31;TMAX;GHCND:NZM00093110;237;;;S;
2020-01-01;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-01;TAVG;GHCND:NZM00093110;183;H;;S;
2020-01-01;TMAX;GHCND:NZM00093110;215;;;S;
2020-01-01;TMIN;GHCND:NZM00093110;159;;;S;
2020-01-02;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-02;TAVG;GHCND:NZM00093110;198;H;;S;
2020-01-02;TMAX;GHCND:NZM00093110;226;;;S;
2020-01-02;TMIN;GHCND:NZM00093110;166;;;S;
2020-01-03;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-03;TAVG;GHCND:NZM00093110;184;H;;S;
2020-01-03;TMAX;GHCND:NZM00093110;223;;;S;
2020-01-04;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-04;TAVG;GHCND:NZM00093110;174;H;;S;
2020-01-04;TMAX;GHCND:NZM00093110;208;;;S;
2020-01-05;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-05;TAVG;GHCND:NZM00093110;184;H;;S;
2020-01-05;TMAX;GHCND:NZM00093110;208;;;S;
2020-01-05;TMIN;GHCND:NZM00093110;156;;;S;
2020-01-06;PRCP;GHCND:NZM00093110;23;;;S;
2020-01-06;TAVG;GHCND:NZM00093110;172;H;;S;
2020-01-06;TMAX;GHCND:NZM00093110;204;;;S;
2020-01-06;TMIN;GHCND:NZM00093110;151;;;S;
2020-01-07;PRCP;GHCND:NZM00093110;3;;;S;
2020-01-07;TAVG;GHCND:NZM00093110;160;H;;S;
2020-01-07;TMAX;GHCND:NZM00093110;202;;;S;
2020-01-08;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-08;TAVG;GHCND:NZM00093110;169;H;;S;
2020-01-08;TMAX;GHCND:NZM00093110;213;;;S;
2020-01-08;TMIN;GHCND:NZM00093110;118;;;S;
2020-01-09;PRCP;GHCND:NZM00093110;0;;;S;
2020-01-09;TAVG;GHCND:NZM00093110;179;H;;S;
2020-01-09;TMAX;GHCND:NZM00093110;215;;;S;
2020-01-09;TMIN;GHCND:NZM00093110;141;;;S;
